,Année,Alerte,Département,Commune,Surface (ha),Nature,Précision de la donnée
,2023,10/06/2023 19:17,83,Bormes-les-Mimosas,0.0020,Naturelle,Données partielles ou non valides
,2023,11/06/2023 05:11,83,Toulon,0.0200,-,Données partielles ou non valides
,2023,11/06/2023 13:48,33,Ludon-Médoc,0.0100,-,-
,2023,11/06/2023 15:38,91,D'Huison-Longueville,1.0000,-,-
,2023,11/06/2023 15:39,13,Cassis,0.0020,Involontaire (particulier),-
,2023,11/06/2023 15:43,88,Saint-Baslemont,0.2500,-,-
,2023,11/06/2023 19:50,77,Lumigny-Nesles-Ormeaux,0.0600,-,-
,2023,11/06/2023 21:05,74,Annecy,0.0002,Malveillance,-
,2023,12/06/2023 16:39,19,Sainte-Fortunade,0.0001,-,-
,2023,12/06/2023 18:56,27,Nassandres sur Risle,0.0020,Malveillance,Données partielles ou non valides
,2023,13/06/2023 14:41,88,Bois-de-Champ,18.4200,Malveillance,-
,2023,13/06/2023 15:10,41,Crouy-sur-Cosson,0.7000,-,-
,2023,13/06/2023 17:31,56,Vannes,0.0600,-,-
,2023,13/06/2023 17:46,88,Le Syndicat,0.0015,-,-
,2023,13/06/2023 23:16,56,Les Fougerêts,0.0050,-,-
,2023,14/06/2023 09:40,72,Surfonds,0.2000,-,-
,2023,14/06/2023 12:40,16,Boisné-La Tude,0.0005,Accidentelle,-
,2023,14/06/2023 15:21,56,Arzal,0.0080,-,-
,2023,14/06/2023 18:06,85,Saint-Jean-de-Monts,0.0100,-,-
,2023,14/06/2023 20:10,27,Évreux,1.5000,Accidentelle,Données partielles ou non valides
,2023,14/06/2023 20:35,76,Notre-Dame-de-Bondeville,0.0002,Involontaire (particulier),-
,2023,15/06/2023 08:17,27,Les Ventes,0.0001,Accidentelle,Données partielles ou non valides
,2023,15/06/2023 11:54,33,Lacanau,0.0300,Accidentelle,-
,2023,15/06/2023 12:30,72,Le Breil-sur-Mérize,0.0800,-,-
,2023,15/06/2023 13:49,88,Bruyères,0.0050,-,-
,2023,15/06/2023 20:23,40,Messanges,0.0010,Naturelle,-
,2023,15/06/2023 20:35,11,Leucate,0.0040,-,-
,2023,16/06/2023 14:06,34,Corneilhan,0.8607,Involontaire (particulier),-
,2023,16/06/2023 14:10,88,Raon-l'Étape,0.0500,-,-
,2023,16/06/2023 14:51,26,Pont-de-Barret,0.6000,Involontaire (travaux),-
,2023,16/06/2023 19:07,13,Lambesc,0.0010,Involontaire (particulier),-
,2023,16/06/2023 19:28,11,Sallèles-d'Aude,0.0010,-,-
,2023,17/06/2023 01:40,34,Le Bousquet-d'Orb,0.0423,Malveillance,-
,2023,17/06/2023 12:25,24,Saint-Front-de-Pradoux,0.3500,Naturelle,-
,2023,17/06/2023 13:33,43,Aurec-sur-Loire,0.3000,-,-
,2023,17/06/2023 14:44,26,Saint-Vallier,0.0050,Involontaire (particulier),-
,2023,17/06/2023 15:01,86,Lizant,7.6400,-,-
,2023,17/06/2023 16:20,26,Montéléger,0.0700,Involontaire (travaux),-
,2023,17/06/2023 17:05,33,Saint-Laurent-Médoc,0.2000,Naturelle,-
,2023,17/06/2023 17:50,72,Saint-Mars-la-Brière,0.2000,-,-
,2023,17/06/2023 18:11,33,Lacanau,0.0500,Naturelle,-
,2023,17/06/2023 18:13,40,Arengosse,0.4500,-,-
,2023,17/06/2023 18:16,47,Beauziac,0.0002,Naturelle,-
,2023,17/06/2023 18:49,88,Saulxures-lès-Bulgnéville,0.0060,-,-
,2023,17/06/2023 20:00,33,Hourtin,0.0010,Naturelle,-
,2023,17/06/2023 20:09,33,Hourtin,0.0050,Naturelle,-
,2023,18/06/2023 01:21,88,Bruyères,0.2000,Malveillance,-
,2023,18/06/2023 09:22,74,Annecy,0.0010,-,-
,2023,18/06/2023 10:30,33,Arsac,0.0020,Naturelle,-
,2023,18/06/2023 11:33,83,Hyères,0.0300,Malveillance,Données partielles ou non valides
,2023,18/06/2023 13:39,2B,Oletta,0.0050,-,-
,2023,18/06/2023 16:50,17,Orignolles,0.0585,-,-
,2023,18/06/2023 19:44,40,Duhort-Bachen,0.0100,-,-
,2023,18/06/2023 20:22,2B,Corscia,0.1000,-,-
,2023,18/06/2023 20:36,40,Sarbazan,0.0005,Naturelle,-
,2023,19/06/2023 13:35,45,Chanteau,0.0400,-,-
,2023,19/06/2023 14:24,33,Arsac,0.5000,Naturelle,-
,2023,19/06/2023 14:46,11,Saint-Nazaire-d'Aude,1.9900,-,-
,2023,19/06/2023 15:49,33,Salaunes,0.0020,Naturelle,-
,2023,20/06/2023 11:45,40,Laluque,0.0003,Accidentelle,-
,2023,20/06/2023 13:06,06,Caussols,0.0300,Naturelle,-
,2023,20/06/2023 20:04,83,Le Pradet,0.0010,-,Données partielles ou non valides
,2023,20/06/2023 20:33,08,Monthermé,0.0001,Naturelle,-
,2023,20/06/2023 21:29,2B,Occhiatana,0.0030,Malveillance,-
,2023,20/06/2023 23:26,57,Ancy-Dornot,0.0120,-,-
,2023,21/06/2023 05:10,76,La Londe,0.0020,Accidentelle,-
,2023,21/06/2023 10:47,34,Lunas,0.7320,Malveillance,-
,2023,21/06/2023 12:00,2B,Palasca,0.0700,Involontaire (travaux),-
,2023,21/06/2023 12:06,2B,Santa-Reparata-di-Balagna,0.0080,-,-
,2023,21/06/2023 12:19,88,Le Tholy,0.0010,-,-
,2023,21/06/2023 13:22,56,Bangor,1.5000,Involontaire (travaux),-
,2023,21/06/2023 15:19,76,Malaunay,0.0002,Involontaire (particulier),-
,2023,21/06/2023 15:51,34,Poussan,9.3959,Malveillance,-
,2023,22/06/2023 15:48,30,Vauvert,0.0010,Naturelle,-
,2023,23/06/2023 12:53,11,Conques-sur-Orbiel,1.3720,-,-
,2023,23/06/2023 14:37,13,Pélissanne,0.8000,Involontaire (travaux),-
,2023,23/06/2023 15:35,13,Sausset-les-Pins,0.0005,-,-
,2023,23/06/2023 16:35,06,Colomars,0.0200,-,-
,2023,23/06/2023 16:39,34,Servian,15.1503,Involontaire (travaux),-
,2023,23/06/2023 17:30,13,Saint-Cannat,0.0030,-,-
,2023,23/06/2023 17:47,83,Grimaud,0.6500,Accidentelle,Données partielles ou non valides
,2023,23/06/2023 19:55,83,Carqueiranne,0.0050,Malveillance,Données partielles ou non valides
,2023,23/06/2023 20:37,83,Le Beausset,0.0001,-,Données partielles ou non valides
,2023,23/06/2023 21:10,84,Murs,0.0004,Malveillance,-
,2023,23/06/2023 21:38,83,La Garde,0.0005,-,Données partielles ou non valides
,2023,24/06/2023 09:13,11,Fleury,0.0100,-,-
,2023,24/06/2023 15:10,74,Saint-Jean-d'Aulps,0.0200,-,-
,2023,24/06/2023 17:19,83,Le Castellet,0.0002,Involontaire (particulier),Données partielles ou non valides
,2023,24/06/2023 23:23,72,Ruaudin,0.0010,-,-
,2023,25/06/2023 03:35,56,Le Palais,0.0500,-,-
,2023,25/06/2023 10:37,68,Saint-Amarin,0.1000,-,Données partielles ou non valides
,2023,25/06/2023 13:56,41,Azé,10.7000,-,-
,2023,25/06/2023 16:34,13,Salon-de-Provence,0.0300,Malveillance,-
,2023,25/06/2023 16:47,34,Castries,0.1013,-,-
,2023,25/06/2023 18:34,06,Saint-Laurent-du-Var,0.0100,-,-
,2023,25/06/2023 23:33,72,Ruaudin,0.0100,-,-
,2023,26/06/2023 04:44,13,Tarascon,0.0300,Involontaire (particulier),-
,2023,26/06/2023 05:12,76,Saint-Étienne-du-Rouvray,0.0300,-,-
,2023,26/06/2023 11:15,13,Les Pennes-Mirabeau,0.0020,Involontaire (travaux),-
,2023,26/06/2023 13:26,28,Dreux,12.5000,-,-
,2023,26/06/2023 14:22,34,Lunas,1.3604,Malveillance,-
,2023,26/06/2023 14:55,83,Carqueiranne,2.5000,Malveillance,Données partielles ou non valides
,2023,26/06/2023 15:14,24,Terrasson-Lavilledieu,0.1500,Involontaire (travaux),-
,2023,26/06/2023 15:43,57,Saint-Avold,0.0020,-,-
,2023,26/06/2023 15:44,57,Sturzelbronn,4.0000,Involontaire (travaux),-
,2023,26/06/2023 16:39,07,Issamoulenc,0.4000,-,-
,2023,26/06/2023 16:44,90,Auxelles-Bas,0.0100,Malveillance,-
,2023,26/06/2023 20:34,83,Fayence,0.0050,-,Données partielles ou non valides
,2023,26/06/2023 23:58,34,Lunas,0.0550,Malveillance,-
,2023,27/06/2023 00:40,34,Le Bousquet-d'Orb,0.0121,Malveillance,-
,2023,27/06/2023 00:40,34,Le Bousquet-d'Orb,0.1100,Malveillance,-
,2023,27/06/2023 07:16,17,Orignolles,0.2160,Accidentelle,-
,2023,27/06/2023 11:27,11,Pouzols-Minervois,17.0200,Involontaire (particulier),-
,2023,27/06/2023 12:26,27,Jumelles,1.0500,-,Données partielles ou non valides
,2023,27/06/2023 12:45,13,Berre-l'Étang,1.0000,Involontaire (particulier),-
,2023,27/06/2023 13:51,41,Gièvres,1.0000,-,-
,2023,27/06/2023 14:08,83,Le Pradet,0.0300,Involontaire (travaux),Données partielles ou non valides
,2023,27/06/2023 14:25,06,Mougins,0.0100,Malveillance,-
,2023,27/06/2023 15:28,66,Ortaffa,1.7300,Malveillance,-
,2023,27/06/2023 15:45,22,Saint-Servais,2.0000,Involontaire (particulier),-
,2023,27/06/2023 16:04,83,Fréjus,0.0020,Accidentelle,Données partielles ou non valides
,2023,27/06/2023 16:24,11,Lézignan-Corbières,8.9954,Malveillance,-
,2023,27/06/2023 17:20,72,Écommoy,0.0500,-,-
,2023,27/06/2023 17:20,56,Crach,0.1500,-,-
,2023,27/06/2023 18:44,13,Fos-sur-Mer,1.0000,Accidentelle,-
,2023,27/06/2023 18:49,44,Pierric,1.0000,-,-
,2023,28/06/2023 02:12,83,Carqueiranne,1.0000,-,Données partielles ou non valides
,2023,28/06/2023 06:18,56,Allaire,0.5000,-,-
,2023,28/06/2023 12:53,27,Breuilpont,0.5000,-,Données partielles ou non valides
,2023,28/06/2023 14:22,13,Roquevaire,0.0200,Involontaire (particulier),-
,2023,28/06/2023 15:13,16,Brigueuil,0.1000,-,-
,2023,28/06/2023 16:03,06,Mougins,0.0200,Malveillance,-
,2023,28/06/2023 16:42,11,Roquefort-des-Corbières,0.1000,-,-
,2023,28/06/2023 17:25,33,Saint-Girons-d'Aiguevives,0.2000,Accidentelle,-
,2023,28/06/2023 19:48,33,Générac,0.5000,-,-
,2023,28/06/2023 23:00,16,Condéon,1.4000,Malveillance,-
,2023,29/06/2023 00:21,13,Ensuès-la-Redonne,0.0300,Malveillance,-
,2023,29/06/2023 07:33,83,Taradeau,0.0013,Accidentelle,Données partielles ou non valides
,2023,29/06/2023 13:53,41,Chémery,1.0000,-,-
,2023,29/06/2023 17:12,71,Le Creusot,0.0800,-,-
,2023,29/06/2023 17:14,56,Porcaro,0.5000,Malveillance,-
,2023,29/06/2023 17:56,56,Locmariaquer,0.0100,-,-
,2023,29/06/2023 20:03,56,La Gacilly,0.1000,-,-
,2023,29/06/2023 23:40,13,Miramas,0.0800,Malveillance,-
,2023,30/06/2023 11:44,27,Tillières-sur-Avre,0.0100,-,Données partielles ou non valides
,2023,30/06/2023 18:02,16,Condéon,0.0001,-,-
,2023,30/06/2023 19:51,30,Saint-Nazaire-des-Gardies,0.1000,-,-
,2023,30/06/2023 22:59,41,Gièvres,8.0000,-,-
,2023,30/06/2023 23:02,83,Le Muy,0.0050,-,Données partielles ou non valides
,2023,01/07/2023 02:40,45,Briare,1.0000,-,-
,2023,01/07/2023 15:27,11,Bizanet,0.0400,-,-
,2023,01/07/2023 18:26,66,Villelongue-dels-Monts,1.7200,Malveillance,-
,2023,02/07/2023 00:04,13,Roquefort-la-Bédoule,0.0010,Involontaire (particulier),-
,2023,02/07/2023 07:20,13,Miramas,0.0005,Malveillance,-
,2023,02/07/2023 16:07,13,La Ciotat,0.0150,-,-
,2023,02/07/2023 18:04,11,Badens,0.0010,-,-
,2023,02/07/2023 18:16,83,Carnoules,0.0500,Involontaire (particulier),Données partielles ou non valides
,2023,02/07/2023 18:32,2B,Bustanico,0.0100,Malveillance,-
,2023,02/07/2023 19:35,13,Auriol,0.0300,Accidentelle,-
,2023,01/07/2023 02:40,45,Briare,1.0000,-,-
,2023,01/07/2023 15:27,11,Bizanet,0.0400,-,-
,2023,01/07/2023 18:26,66,Villelongue-dels-Monts,1.7200,Malveillance,-
,2023,02/07/2023 00:04,13,Roquefort-la-Bédoule,0.0010,Involontaire (particulier),-
,2023,02/07/2023 07:20,13,Miramas,0.0005,Malveillance,-
,2023,02/07/2023 16:07,13,La Ciotat,0.0150,-,-
,2023,02/07/2023 18:04,11,Badens,0.0010,-,-
,2023,02/07/2023 18:16,83,Carnoules,0.0500,Involontaire (particulier),Données partielles ou non valides
,2023,02/07/2023 18:32,2B,Bustanico,0.0100,Malveillance,-
,2023,02/07/2023 19:35,13,Auriol,0.0300,Accidentelle,-
,2023,02/07/2023 21:47,13,Miramas,0.0050,Malveillance,-
,2023,02/07/2023 22:07,35,Val-Couesnon,0.0300,-,-
,2023,03/07/2023 11:34,27,Brosville,5.0400,Accidentelle,Données partielles ou non valides
,2023,03/07/2023 11:41,60,Fontaine-Chaalis,0.6000,-,-
,2023,03/07/2023 11:58,13,Les Pennes-Mirabeau,0.0010,Involontaire (particulier),-
,2023,03/07/2023 14:00,06,Mougins,0.0100,Malveillance,-
,2023,03/07/2023 15:46,34,Villeneuve-lès-Béziers,15.3997,Malveillance,-
,2023,03/07/2023 16:00,06,Nice,0.7200,Malveillance,-
,2023,03/07/2023 17:07,88,Jarménil,0.0010,-,-
,2023,03/07/2023 17:20,34,Clermont-l'Hérault,0.0867,Accidentelle,-
,2023,03/07/2023 18:13,27,Combon,0.0010,-,Données partielles ou non valides
,2023,03/07/2023 20:08,27,Louviers,1.0000,-,Données partielles ou non valides
,2023,04/07/2023 13:06,13,Marseille,0.5000,Malveillance,-
,2023,04/07/2023 15:56,27,Louviers,0.0020,-,Données partielles ou non valides
,2023,04/07/2023 16:21,83,Montauroux,0.0520,Accidentelle,Données partielles ou non valides
,2023,04/07/2023 16:57,24,Eygurande-et-Gardedeuil,1.5000,Malveillance,-
,2023,04/07/2023 17:25,21,Censerey,0.0200,-,-
,2023,04/07/2023 19:04,2A,Ajaccio,0.5300,-,-
,2023,04/07/2023 19:26,30,Tavel,0.1000,-,-
,2023,04/07/2023 20:00,88,Le Clerjus,0.0100,-,-
,2023,04/07/2023 21:37,13,Miramas,0.0030,Malveillance,-
,2023,04/07/2023 22:21,34,Poussan,0.0003,-,-
,2023,04/07/2023 22:39,34,Avène,0.0867,Involontaire (travaux),-
,2023,04/07/2023 22:45,66,Collioure,0.0020,-,-
,2023,05/07/2023 11:46,11,Montredon-des-Corbières,113.5517,Involontaire (travaux),-
,2023,05/07/2023 13:03,83,La Crau,0.0050,Involontaire (particulier),Données partielles ou non valides
,2023,05/07/2023 15:07,68,Ensisheim,0.1000,-,Données partielles ou non valides
,2023,05/07/2023 16:35,83,La Seyne-sur-Mer,0.0020,-,Données partielles ou non valides
,2023,05/07/2023 17:02,83,La Crau,0.0050,-,Données partielles ou non valides
,2023,05/07/2023 19:55,89,Quarré-les-Tombes,0.0003,-,-
,2023,05/07/2023 19:56,13,Gignac-la-Nerthe,0.0200,Involontaire (particulier),-
,2023,06/07/2023 00:48,34,Vias,0.1557,Malveillance,-
,2023,06/07/2023 12:35,83,Draguignan,0.0300,-,Données partielles ou non valides
,2023,06/07/2023 14:48,56,Carnac,0.0600,Involontaire (travaux),-
,2023,06/07/2023 16:35,13,Vitrolles,0.0003,Involontaire (particulier),-
,2023,06/07/2023 16:40,21,Gevrey-Chambertin,0.0400,Malveillance,-
,2023,06/07/2023 16:53,34,Balaruc-le-Vieux,0.1184,Involontaire (travaux),-
,2023,06/07/2023 17:07,11,Fleury,1.0400,-,-
,2023,06/07/2023 17:21,11,Salles-d'Aude,1.9710,-,-
,2023,06/07/2023 17:50,17,Montlieu-la-Garde,0.1500,-,-
,2023,06/07/2023 18:04,83,Signes,0.0050,Accidentelle,Données partielles ou non valides
,2023,06/07/2023 18:10,74,Héry-sur-Alby,0.0010,Malveillance,-
,2023,06/07/2023 19:27,34,La Caunette,0.5428,Involontaire (particulier),-
,2023,06/07/2023 20:21,84,Buisson,0.0310,Malveillance,-
,2023,06/07/2023 21:23,84,Murs,0.0005,Malveillance,-
,2023,06/07/2023 21:39,84,Villedieu,1.4700,Malveillance,-
,2023,06/07/2023 22:11,84,Buisson,0.0310,-,-
,2023,07/07/2023 00:55,84,Murs,0.0015,Malveillance,-
,2023,07/07/2023 08:22,89,Saint-Bris-le-Vineux,0.0600,Malveillance,-
,2023,07/07/2023 11:01,11,Sallèles-d'Aude,1.1000,Involontaire (travaux),-
,2023,07/07/2023 11:18,84,Buisson,0.0001,Involontaire (travaux),-
,2023,07/07/2023 11:32,33,Noaillan,0.4000,-,-
,2023,07/07/2023 12:42,54,Essey-et-Maizerais,10.0060,-,-
,2023,07/07/2023 13:10,13,Aix-en-Provence,0.0500,Accidentelle,-
,2023,07/07/2023 14:28,13,Roquefort-la-Bédoule,0.0150,Malveillance,-
,2023,07/07/2023 15:19,56,Cléguer,0.0150,Malveillance,-
,2023,07/07/2023 16:16,26,Mollans-sur-Ouvèze,1.3700,Malveillance,-
,2023,07/07/2023 16:16,40,Saint-Gor,0.2000,-,-
,2023,07/07/2023 16:45,48,Balsièges,0.0200,Involontaire (travaux),-
,2023,07/07/2023 17:00,56,Ruffiac,0.6000,Involontaire (travaux),-
,2023,07/07/2023 17:53,56,Surzur,0.0050,-,-
,2023,07/07/2023 17:56,33,Lucmau,0.0100,Naturelle,-
,2023,07/07/2023 19:34,84,Murs,0.0030,Malveillance,-
,2023,08/07/2023 00:00,83,Saint-Raphaël,0.0008,-,Données partielles ou non valides
,2023,08/07/2023 06:33,34,Poussan,0.0030,Accidentelle,-
,2023,08/07/2023 10:03,54,Port-sur-Seille,20.0000,-,-
,2023,08/07/2023 14:24,34,Tourbes,0.1894,Malveillance,-
,2023,08/07/2023 14:40,13,Tarascon,0.0200,Accidentelle,-
,2023,08/07/2023 15:43,88,Saulcy-sur-Meurthe,0.0002,-,-
,2023,08/07/2023 15:51,57,Algrange,2.0000,-,-
,2023,08/07/2023 16:41,91,Courances,0.0200,-,-
,2023,08/07/2023 17:18,11,Montolieu,0.0300,-,-
,2023,08/07/2023 17:26,34,La Caunette,2.0657,Involontaire (travaux),-
,2023,08/07/2023 17:36,34,Cournonsec,0.0039,Accidentelle,-
,2023,08/07/2023 17:41,52,Colombey les Deux Églises,6.0000,-,-
,2023,08/07/2023 18:22,13,Aubagne,0.0020,Involontaire (particulier),-
,2023,09/07/2023 05:35,89,Saint-Bris-le-Vineux,0.0100,Malveillance,-
,2023,09/07/2023 11:02,11,Lézignan-Corbières,0.1500,Malveillance,-
,2023,09/07/2023 11:50,33,Captieux,0.2500,Naturelle,-
,2023,09/07/2023 12:15,34,La Caunette,0.4384,Involontaire (travaux),-
,2023,09/07/2023 16:08,68,Dolleren,0.0020,-,Données partielles ou non valides
,2023,09/07/2023 20:10,83,Solliès-Pont,0.0010,Involontaire (particulier),Données partielles ou non valides
,2023,09/07/2023 21:29,56,La Gacilly,0.0100,-,-
,2023,10/07/2023 10:02,2B,Pietralba,0.0500,Accidentelle,-
,2023,10/07/2023 10:49,2A,Grosseto-Prugna,0.0047,Accidentelle,-
,2023,10/07/2023 14:31,83,Baudinard-sur-Verdon,0.0030,-,Données partielles ou non valides
,2023,10/07/2023 14:54,2A,Tasso,0.0150,-,-
,2023,10/07/2023 15:44,2B,Occhiatana,0.1500,Accidentelle,-
,2023,10/07/2023 15:46,26,Puy-Saint-Martin,0.0600,-,-
,2023,10/07/2023 16:02,34,Florensac,0.1339,Malveillance,-
,2023,10/07/2023 16:20,52,Auberive,14.9000,-,-
,2023,10/07/2023 16:24,27,Mesnil-en-Ouche,0.1000,-,Données partielles ou non valides
,2023,10/07/2023 16:55,85,La Tranche-sur-Mer,0.0200,-,-
,2023,10/07/2023 17:30,06,Grasse,0.0300,-,-
,2023,10/07/2023 20:27,2B,Pancheraccia,0.0010,Malveillance,-
,2023,10/07/2023 22:25,11,Saint-Laurent-de-la-Cabrerisse,0.0001,Involontaire (particulier),-
,2023,11/07/2023 02:49,33,La Teste-de-Buch,0.0500,Malveillance,-
,2023,11/07/2023 12:04,34,La Caunette,0.6376,Malveillance,-
,2023,11/07/2023 12:43,74,Annecy,0.7000,-,-
,2023,11/07/2023 13:28,60,Bailleul-sur-Thérain,0.0500,-,-
,2023,11/07/2023 15:25,71,Saint-Léger-sous-Beuvray,2.5000,Accidentelle,-
,2023,11/07/2023 15:58,27,Reuilly,5.0000,-,Données partielles ou non valides
,2023,11/07/2023 16:16,83,Les Arcs,0.2707,Involontaire (particulier),Données partielles ou non valides
,2023,11/07/2023 16:44,13,Bouc-Bel-Air,0.0005,Accidentelle,-
,2023,11/07/2023 16:45,2A,Valle-di-Mezzana,0.0050,Accidentelle,-
,2023,11/07/2023 17:00,88,Lesseux,0.0001,-,-
,2023,11/07/2023 17:06,91,Montgeron,0.0300,-,-
,2023,11/07/2023 18:38,06,Valbonne,0.0030,-,-
,2023,11/07/2023 19:38,33,Saint-Sulpice-et-Cameyrac,0.0100,-,-
,2023,11/07/2023 21:05,13,Marseille,0.0040,-,-
,2023,11/07/2023 21:48,83,La Garde-Freinet,0.0003,Involontaire (particulier),Données partielles ou non valides
,2023,12/07/2023 11:26,30,Boisset-et-Gaujac,0.1231,Accidentelle,-
,2023,12/07/2023 12:03,11,Luc-sur-Orbieu,0.0150,-,-
,2023,12/07/2023 13:51,83,Sainte-Maxime,0.0537,Involontaire (travaux),Données partielles ou non valides
,2023,12/07/2023 14:32,2B,Albertacce,6.0000,Malveillance,-
,2023,12/07/2023 15:53,34,Mèze,8.5434,Malveillance,-
,2023,12/07/2023 15:55,40,Mimizan,0.2660,-,-
,2023,12/07/2023 17:27,2A,Pianottoli-Caldarello,0.0204,Involontaire (particulier),-
,2023,12/07/2023 18:39,11,Laroque-de-Fa,0.1000,-,-
,2023,12/07/2023 21:25,88,La Croix-aux-Mines,0.0020,-,-
,2023,12/07/2023 22:16,56,Caudan,0.0050,-,-
,2023,13/07/2023 14:55,11,Saint-Nazaire-d'Aude,0.0200,Involontaire (travaux),-
,2023,13/07/2023 15:02,89,Lichères-sur-Yonne,10.5000,-,-
,2023,13/07/2023 16:01,83,Draguignan,0.0010,-,Données partielles ou non valides
,2023,13/07/2023 16:06,13,Roquefort-la-Bédoule,0.0500,Malveillance,-
,2023,13/07/2023 16:24,34,Roujan,0.1932,Malveillance,-
,2023,13/07/2023 17:06,34,Puimisson,0.8924,Malveillance,-
,2023,13/07/2023 17:14,56,Caro,0.0060,-,-
,2023,13/07/2023 17:37,58,Imphy,2.6300,-,-
,2023,13/07/2023 18:18,40,Léon,0.0600,-,-
,2023,13/07/2023 18:30,56,Campénéac,8.0000,Involontaire (travaux),-
,2023,13/07/2023 18:32,83,Le Thoronet,0.0001,-,Données partielles ou non valides
,2023,13/07/2023 19:47,83,Le Muy,0.0180,-,Données partielles ou non valides
,2023,13/07/2023 23:16,13,Auriol,0.0005,Involontaire (particulier),-
,2023,13/07/2023 23:34,34,Laurens,18.9100,Malveillance,-
,2023,14/07/2023 00:25,06,Nice,0.0500,Involontaire (particulier),-
,2023,14/07/2023 02:53,11,Douzens,0.0100,-,-
,2023,14/07/2023 03:43,84,Avignon,0.0005,-,-
,2023,14/07/2023 08:09,40,Mimizan,0.4000,Accidentelle,-
,2023,14/07/2023 11:18,56,Groix,0.0050,-,-
,2023,14/07/2023 12:21,11,Villefloure,0.5000,-,-
,2023,14/07/2023 13:02,72,Lavernat,0.4000,-,-
,2023,14/07/2023 13:05,66,Argelès-sur-Mer,3.4400,-,-
,2023,14/07/2023 13:42,83,Bagnols-en-Forêt,0.0050,Accidentelle,Données partielles ou non valides
,2023,14/07/2023 13:42,72,La Flèche,2.5000,-,-
,2023,14/07/2023 14:24,11,Bouilhonnac,16.2180,-,-
,2023,14/07/2023 15:01,36,Pouligny-Saint-Pierre,1.0000,-,-
,2023,14/07/2023 15:02,91,Monnerville,2.0300,-,-
,2023,14/07/2023 15:13,91,Maisse,30.0300,-,-
,2023,14/07/2023 16:20,54,Fey-en-Haye,88.0000,Involontaire (travaux),-
,2023,14/07/2023 17:16,88,Destord,0.0005,-,-
,2023,14/07/2023 18:00,23,Flayat,0.0200,Naturelle,-
,2023,14/07/2023 18:03,17,Plassac,0.5840,-,-
,2023,14/07/2023 18:03,17,Bois,0.0900,-,-
,2023,14/07/2023 18:03,17,Saint-Ciers-du-Taillon,1.5130,-,-
,2023,14/07/2023 19:04,57,Metz,0.0300,Involontaire (travaux),-
,2023,14/07/2023 19:07,86,Bournand,0.0040,Accidentelle,-
,2023,14/07/2023 19:45,13,Marseille,0.8000,-,-
,2023,14/07/2023 21:01,83,Toulon,0.0010,-,Données partielles ou non valides
,2023,14/07/2023 22:25,13,Fos-sur-Mer,0.0200,Malveillance,-
,2023,14/07/2023 23:22,16,Saint-Vallier,0.1000,-,-
,2023,14/07/2023 23:29,13,Marseille,0.0020,-,-
,2023,14/07/2023 23:51,38,Charvieu-Chavagneux,0.0030,Involontaire (particulier),-
,2023,14/07/2023 23:52,11,Peyriac-de-Mer,0.2500,Involontaire (particulier),-
,2023,15/07/2023 00:11,66,Le Boulou,0.5000,Accidentelle,-
,2023,15/07/2023 02:43,13,Marseille,0.1000,Involontaire (particulier),-
,2023,15/07/2023 13:04,83,Puget-sur-Argens,0.7103,-,Données partielles ou non valides
,2023,15/07/2023 13:28,48,Prévenchères,0.0200,-,-
,2023,15/07/2023 14:20,13,Aix-en-Provence,0.8600,Involontaire (particulier),-
,2023,15/07/2023 16:32,91,Montgeron,0.0010,-,-
,2023,15/07/2023 19:37,86,Migné-Auxances,0.0040,-,-
,2023,15/07/2023 20:46,13,Sausset-les-Pins,0.0100,-,-
,2023,15/07/2023 21:23,83,Toulon,0.0100,-,Données partielles ou non valides
,2023,15/07/2023 22:56,56,Nivillac,0.0500,-,-
,2023,15/07/2023 23:58,84,Murs,0.0212,Malveillance,-
,2023,16/07/2023 04:51,11,Monze,0.0936,Malveillance,-
,2023,16/07/2023 12:25,91,Ormoy-la-Rivière,24.0000,Involontaire (travaux),-
,2023,16/07/2023 16:10,83,Le Castellet,0.0033,Involontaire (particulier),Données partielles ou non valides
,2023,16/07/2023 16:34,56,Larmor-Baden,0.0003,-,-
,2023,16/07/2023 16:48,56,Campénéac,0.0100,-,-
,2023,16/07/2023 17:55,30,Milhaud,0.4180,Involontaire (particulier),-
,2023,16/07/2023 19:05,72,La Flèche,0.1000,-,-
,2023,16/07/2023 20:03,11,Palaja,0.0010,-,-
,2023,16/07/2023 20:52,84,Murs,0.0212,Malveillance,-
,2023,16/07/2023 22:02,74,Annecy,0.0020,Malveillance,-
,2023,17/07/2023 00:40,13,Septèmes-les-Vallons,0.0500,Malveillance,-
,2023,17/07/2023 07:26,2B,Albertacce,4.5000,Malveillance,-
,2023,17/07/2023 11:01,30,Malons-et-Elze,0.0151,Malveillance,-
,2023,17/07/2023 12:16,13,Aubagne,0.0100,Involontaire (particulier),-
,2023,17/07/2023 12:20,2A,Cuttoli-Corticchiato,0.0790,Accidentelle,-
,2023,17/07/2023 14:29,30,Domessargues,0.1000,-,-
,2023,17/07/2023 17:41,2A,Carbuccia,4.5000,Malveillance,-
,2023,17/07/2023 19:02,06,Le Cannet,0.0020,-,-
,2023,17/07/2023 19:51,40,Biscarrosse,0.0001,-,-
,2023,17/07/2023 20:39,34,La Tour-sur-Orb,0.0261,Malveillance,-
,2023,17/07/2023 21:42,74,Loisin,0.0010,Involontaire (travaux),-
